"Postcode","Total","Males","Females","Occupied_Households"
"B45 9JZ",60,25,35,17
"B45 9LA",102,47,55,47
"B45 9LB",29,12,17,15
"B45 9LD",52,25,27,19
"B45 9LE",50,21,29,29
"B45 9LF",24,12,12,11
"B45 9LG",54,27,27,20
"B45 9LH",3,1,2,2
"B45 9LJ",61,31,30,24
"B45 9LL",35,22,13,17
"B45 9LN",44,20,24,18
"B45 9LP",71,34,37,33
"B45 9LQ",33,15,18,14
"B45 9LR",78,36,42,34
"B45 9LS",19,8,11,6
"B45 9LT",25,9,16,11
"B45 9LU",32,14,18,17
"B45 9LW",68,34,34,30
"B45 9LX",27,12,15,14
"B45 9LY",37,16,21,17
"B45 9LZ",62,34,28,35
"B45 9NA",128,55,73,58
"B45 9NB",30,14,16,12
"B45 9ND",28,11,17,14
"B45 9NE",18,8,10,8
"B45 9NF",23,9,14,10
"B45 9NG",13,6,7,4
"B45 9NH",70,36,34,40
"B45 9NJ",15,7,8,8
"B45 9NL",58,30,28,24
"B45 9NN",57,25,32,21
"B45 9NP",85,38,47,33
"B45 9NQ",52,25,27,25
"B45 9NR",72,36,36,32
"B45 9NS",56,26,30,22
"B45 9NT",69,33,36,28
"B45 9NU",21,9,12,8
"B45 9NW",36,20,16,10
"B45 9NX",20,9,11,7
"B45 9PA",1,1,0,1
"B45 9PB",2,1,1,1
"B45 9PD",58,32,26,26
"B45 9PE",107,56,51,43
"B45 9PF",111,57,54,39
"B45 9PG",85,37,48,31
"B45 9PH",21,10,11,8
"B45 9PJ",16,10,6,8
"B45 9PN",32,17,15,13
"B45 9PR",26,13,13,12
"B45 9PS",134,72,62,55
"B45 9PT",63,35,28,22
"B45 9PU",123,59,64,42
"B45 9PX",143,69,74,52
"B45 9PY",91,51,40,37
"B45 9QA",39,18,21,14
"B45 9QB",16,4,12,8
"B45 9QD",11,5,6,2
"B45 9QE",74,32,42,36
"B45 9QG",33,16,17,17
"B45 9QH",7,3,4,3
"B45 9QJ",17,8,9,7
"B45 9QL",5,3,2,2
"B45 9QN",5,1,4,3
"B45 9QP",67,35,32,24
"B45 9QQ",92,50,42,36
"B45 9QR",42,22,20,13
"B45 9QS",45,23,22,20
"B45 9QT",63,30,33,24
"B45 9QU",37,20,17,14
"B45 9QW",21,13,8,9
"B45 9QX",82,42,40,37
"B45 9QY",32,15,17,14
"B45 9QZ",21,9,12,11
"B45 9RA",43,26,17,18
"B45 9RB",113,51,62,42
"B45 9RD",21,8,13,11
"B45 9RE",69,36,33,23
"B45 9RF",25,11,14,12
"B45 9RG",14,7,7,8
"B45 9RH",48,23,25,21
"B45 9RL",62,28,34,22
"B45 9RN",79,38,41,32
"B45 9RP",24,18,6,16
"B45 9RQ",14,8,6,6
"B45 9RR",85,45,40,48
"B45 9RS",14,6,8,9
"B45 9RT",77,46,31,40
"B45 9RU",74,36,38,40
"B45 9RW",32,16,16,18
"B45 9RX",61,32,29,24
"B45 9RY",111,52,59,47
"B45 9SA",43,21,22,15
"B45 9SB",22,7,15,7
"B45 9SD",80,38,42,30
"B45 9SE",59,26,33,23
"B45 9SF",63,24,39,18
"B45 9SG",67,34,33,36
"B45 9SH",70,38,32,34
"B45 9SJ",15,8,7,5
"B45 9SL",2,2,0,2
"B45 9SP",96,48,48,36
"B45 9SQ",72,44,28,38
"B45 9SR",72,34,38,29
"B45 9SS",62,31,31,24
"B45 9ST",67,37,30,28
"B45 9SU",4,2,2,2
"B45 9SW",6,4,2,3
"B45 9SX",84,38,46,31
"B45 9SY",83,41,42,35
"B45 9TA",76,41,35,38
"B45 9TB",60,29,31,25
"B45 9TD",77,34,43,31
"B45 9TE",6,3,3,3
"B45 9TG",111,55,56,43
"B45 9TH",8,4,4,4
"B45 9TJ",54,26,28,26
"B45 9TL",72,38,34,23
"B45 9TN",42,23,19,15
"B45 9TP",61,31,30,27
"B45 9TR",9,6,3,4
"B45 9TS",100,48,52,39
"B45 9TT",13,7,6,9
"B45 9TU",48,23,25,25
"B45 9TW",55,27,28,22
"B45 9TX",66,31,35,27
"B45 9TY",110,48,62,70
"B45 9TZ",17,10,7,10
"B45 9UA",1,0,1,1
"B45 9UB",8,2,6,4
"B45 9UE",84,38,46,33
"B45 9UG",20,11,9,8
"B45 9UH",77,41,36,37
"B45 9UJ",113,56,57,48
"B45 9UL",51,25,26,19
"B45 9UN",99,49,50,36
"B45 9UP",103,47,56,41
"B45 9UR",120,56,64,40
"B45 9US",55,25,30,31
"B45 9UT",24,14,10,12
"B45 9UU",17,8,9,8
"B45 9UW",35,18,17,13
"B45 9UX",68,36,32,30
"B45 9UY",85,42,43,33
"B45 9WA",99,54,45,57
"B45 9WB",39,17,22,13
"B45 9WD",82,43,39,37
"B45 9WE",48,23,25,19
"B45 9WF",102,48,54,45
"B45 9WL",43,19,24,22
"B45 9XA",51,25,26,22
"B45 9XB",75,33,42,30
"B45 9XD",17,7,10,5
"B45 9XE",58,33,25,24
"B45 9XH",6,3,3,3
"B45 9XL",2,1,1,1
"B45 9XN",7,4,3,3
"B45 9XR",5,2,3,2
"B45 9XS",2,2,0,1
"B45 9XT",16,7,9,9
"B45 9XU",26,14,12,10
"B45 9XZ",6,2,4,3
"B45 9YB",71,22,49,60
"B45 9YD",35,18,17,15
"B45 9YE",10,6,4,4
"B45 9YF",60,27,33,23
"B45 9YG",21,12,9,8
"B45 9YH",20,11,9,8
"B45 9YN",112,53,59,40
"B45 9YP",107,59,48,42
"B45 9YQ",30,12,18,13
"B45 9YW",106,50,56,40
"B46 1AA",10,5,5,8
"B46 1AD",125,63,62,50
"B46 1AE",16,10,6,10
"B46 1AF",22,12,10,7
"B46 1AG",19,10,9,10
"B46 1AH",33,17,16,15
"B46 1AJ",14,6,8,6
"B46 1AS",52,26,26,31
"B46 1AU",31,15,16,16
"B46 1AX",30,17,13,16
"B46 1AY",28,14,14,14
"B46 1AZ",37,22,15,18
"B46 1BA",63,27,36,30
"B46 1BB",98,49,49,50
"B46 1BD",19,9,10,9
"B46 1BE",6,4,2,5
"B46 1BG",97,47,50,46
"B46 1BH",151,79,72,63
"B46 1BJ",84,41,43,32
"B46 1BL",75,33,42,35
"B46 1BN",84,43,41,41
"B46 1BP",33,17,16,13
"B46 1BQ",18,6,12,10
"B46 1BS",64,32,32,29
"B46 1BT",22,10,12,9
"B46 1BU",89,44,45,66
"B46 1BW",74,31,43,31
"B46 1BX",9,4,5,6
"B46 1DH",1,1,0,1
"B46 1DJ",16,7,9,6
"B46 1DN",31,15,16,10
"B46 1DP",12,7,5,4
"B46 1EE",2,0,2,1
"B46 1EG",62,34,28,29
"B46 1EH",88,45,43,40
"B46 1EJ",105,46,59,42
"B46 1EL",14,7,7,8
"B46 1EN",29,13,16,11
"B46 1EP",139,71,68,59
"B46 1EQ",41,21,20,17
"B46 1ER",17,8,9,6
"B46 1ES",131,66,65,60
"B46 1ET",92,46,46,38
"B46 1EU",69,34,35,28
"B46 1EX",42,21,21,19
"B46 1EY",56,29,27,28
"B46 1EZ",48,24,24,18
"B46 1HA",23,10,13,8
"B46 1HB",65,29,36,27
"B46 1HE",64,30,34,24
"B46 1HF",60,31,29,27
"B46 1HH",5,3,2,3
"B46 1HJ",104,50,54,51
"B46 1HL",104,51,53,33
"B46 1HN",104,49,55,35
"B46 1HQ",1,1,0,1
"B46 1HW",38,19,19,16
"B46 1HY",6,0,6,4
"B46 1JH",1,0,1,1
"B46 1LB",79,36,43,28
"B46 1LD",8,4,4,4
"B46 1LE",15,11,4,5
"B46 1LF",9,4,5,2
"B46 1LG",9,5,4,3
"B46 1LH",15,7,8,5
"B46 1LJ",7,2,5,4
"B46 1LL",27,15,12,10
"B46 1LN",26,11,15,11
"B46 1LP",6,2,4,3
"B46 1LQ",25,14,11,8
"B46 1LR",24,8,16,6
"B46 1NA",7,3,4,2
"B46 1NE",3,2,1,1
"B46 1NF",4,2,2,2
"B46 1NG",102,46,56,46
"B46 1NH",36,18,18,15
"B46 1NJ",76,40,36,35
"B46 1NL",35,17,18,21
"B46 1NN",30,10,20,16
"B46 1NP",25,11,14,12
"B46 1NQ",69,34,35,30
"B46 1NR",54,26,28,23
"B46 1NS",4,3,1,2
"B46 1NT",11,4,7,3
"B46 1NW",25,12,13,10
"B46 1NY",20,11,9,9
"B46 1PA",4,1,3,1
"B46 1PB",4,2,2,2
"B46 1PD",79,44,35,22
"B46 1PE",126,54,72,56
"B46 1PF",77,42,35,52
"B46 1PG",44,15,29,17
"B46 1PH",55,28,27,20
"B46 1PJ",50,24,26,18
"B46 1PL",4,1,3,3
"B46 1PN",34,17,17,10
"B46 1PP",31,16,15,11
"B46 1PS",21,7,14,10
"B46 1QB",16,7,9,8
"B46 1QD",48,25,23,18
"B46 1QE",78,38,40,26
"B46 1QF",51,24,27,18
"B46 1QG",29,13,16,12
"B46 1QH",53,24,29,25
"B46 1QJ",31,16,15,17
"B46 1QL",125,62,63,47
"B46 1QN",9,5,4,2
"B46 1QP",72,42,30,28
"B46 1QR",44,21,23,18
"B46 1QS",2,1,1,1
"B46 1QT",12,4,8,7
"B46 1QU",107,55,52,40
"B46 1QX",59,31,28,27
"B46 1RA",4,2,2,2
"B46 1RB",91,39,52,46
"B46 1RD",56,32,24,23
"B46 1RE",22,12,10,9
"B46 1RF",13,7,6,5
"B46 1RG",86,43,43,30
"B46 1RH",39,19,20,12
"B46 1RP",18,6,12,11
"B46 1RT",137,65,72,59
"B46 1RU",18,6,12,10
"B46 1RX",48,18,30,28
"B46 1RY",99,51,48,37
"B46 1RZ",16,10,6,9
"B46 1SA",38,18,20,14
"B46 1SB",50,28,22,17
"B46 1SD",41,19,22,11
"B46 1SG",16,8,8,8
"B46 1SH",55,32,23,30
"B46 1SJ",9,4,5,7
"B46 1SL",21,14,7,17
"B46 1SN",44,20,24,16
"B46 1SP",20,11,9,9
"B46 1SQ",25,14,11,16
"B46 1SR",8,4,4,6
"B46 1SS",5,2,3,3
"B46 1ST",21,9,12,8
"B46 1SU",11,7,4,5
"B46 1SX",38,20,18,25
"B46 1SY",48,21,27,30
"B46 1TA",48,24,24,22
"B46 1TB",10,4,6,6
"B46 1TD",11,3,8,6
"B46 1TE",42,20,22,16
"B46 1TG",7,3,4,4
"B46 1TH",143,66,77,37
"B46 1TJ",68,38,30,22
"B46 1TL",6,3,3,3
"B46 1TN",80,37,43,29
"B46 1TW",165,85,80,49
"B46 1TX",43,18,25,13
"B46 1TY",28,15,13,11
"B46 1TZ",59,27,32,22
"B46 1UB",54,28,26,17
"B46 1UD",31,14,17,12
"B46 1UE",69,37,32,23
"B46 1UF",115,56,59,39
"B46 1UG",113,53,60,65
"B46 2AA",5,3,2,1
"B46 2AB",5,2,3,2
"B46 2AE",3,1,2,1
"B46 2AF",5,3,2,2
"B46 2AG",9,3,6,4
"B46 2AH",5,3,2,2
"B46 2AJ",8,5,3,3
"B46 2AN",13,5,8,7
"B46 2AP",2,1,1,1
"B46 2AQ",2,1,1,1
"B46 2AR",50,27,23,25
"B46 2AS",19,10,9,6
"B46 2AT",73,43,30,28
"B46 2AU",55,29,26,25
"B46 2AW",61,26,35,24
"B46 2AX",21,12,9,6
"B46 2AY",2,1,1,1
"B46 2AZ",9,7,2,3
"B46 2BA",4,2,2,1
"B46 2BB",4,3,1,1
"B46 2BD",4,1,3,1
"B46 2BE",3,3,0,3
"B46 2BF",3,2,1,1
"B46 2BG",3,2,1,2
"B46 2BH",31,13,18,11
"B46 2BJ",31,13,18,16
"B46 2BY",29,14,15,11
"B46 2DA",9,2,7,4
"B46 2DB",15,7,8,4
"B46 2DD",24,14,10,16
"B46 2DE",5,3,2,2
"B46 2DG",11,4,7,2
"B46 2DH",11,4,7,4
"B46 2DJ",4,2,2,2
"B46 2DL",20,12,8,9
"B46 2DN",9,4,5,4
"B46 2DP",8,3,5,3
"B46 2DR",6,4,2,3
"B46 2DS",7,4,3,4
"B46 2DT",38,21,17,18
"B46 2DU",22,11,11,9
"B46 2DX",4,2,2,2
"B46 2DY",14,9,5,6
"B46 2DZ",2,1,1,1
"B46 2EA",17,8,9,7
"B46 2EB",11,4,7,4
"B46 2ED",2,1,1,1
"B46 2EE",10,6,4,3
"B46 2EF",10,4,6,6
"B46 2EG",18,11,7,8
"B46 2EH",69,36,33,26
"B46 2EJ",36,21,15,14
"B46 2EL",16,8,8,6
"B46 2EN",17,8,9,5
"B46 2EP",15,6,9,7
"B46 2ER",1,0,1,1
"B46 2ET",80,42,38,37
"B46 2EX",50,27,23,18
"B46 2HA",6,3,3,3
"B46 2HB",4,2,2,2
"B46 2HD",10,6,4,4
"B46 2HE",13,7,6,6
"B46 2HH",17,8,9,5
"B46 2HL",56,28,28,22
"B46 2HP",1,0,1,1
"B46 2HS",10,5,5,3
"B46 2HT",4,2,2,2
"B46 2HX",15,7,8,6
"B46 2HY",17,7,10,6
"B46 2JA",43,21,22,21
"B46 2JB",44,23,21,21
"B46 2JG",76,42,34,29
"B46 2JX",23,12,11,7
"B46 2JY",10,3,7,5
"B46 2LA",26,14,12,11
"B46 2LB",3,2,1,2
"B46 2LD",4,2,2,4
"B46 2LE",3,2,1,1
"B46 2LG",45,24,21,15
"B46 2LH",25,13,12,8
"B46 2LL",25,13,12,11
"B46 2LN",29,17,12,8
"B46 2LP",17,9,8,8
"B46 2LR",6,4,2,2
"B46 2LS",12,8,4,6
"B46 2LT",4,2,2,1
"B46 2LU",7,3,4,2
"B46 2LX",20,9,11,6
"B46 2LY",2,1,1,1
"B46 2LZ",6,1,5,5
"B46 2NA",16,7,9,5
"B46 2NB",2,1,1,1
"B46 2ND",9,4,5,2
"B46 2NG",2,1,1,1
"B46 2NH",11,4,7,3
"B46 2NJ",14,5,9,7
"B46 2NL",18,9,9,8
"B46 2NN",2,0,2,1
"B46 2NP",13,8,5,5
"B46 2NQ",39,17,22,19
"B46 2NR",7,4,3,3
"B46 2NS",4,2,2,1
"B46 2NT",8,5,3,2
"B46 2NU",25,15,10,13
"B46 2NX",8,5,3,4
"B46 2NY",12,6,6,5
"B46 2NZ",2,1,1,1
"B46 2PB",7,4,3,2
"B46 2PD",6,4,2,1
"B46 2PE",3,2,1,1
"B46 2PG",3,1,2,1
"B46 2PH",6,3,3,2
"B46 2PJ",10,6,4,4
"B46 2PL",14,7,7,6
"B46 2PN",5,3,2,2
"B46 2QA",8,4,4,5
"B46 2QB",6,4,2,2
"B46 2QD",6,4,2,3
"B46 2QE",7,5,2,3
"B46 2QF",1,1,0,1
"B46 2QH",4,2,2,2
"B46 2QJ",20,8,12,7
"B46 2QL",2,2,0,2
"B46 2QN",14,9,5,6
"B46 2QP",33,19,14,13
"B46 2QR",7,4,3,2
"B46 2QS",17,7,10,7
"B46 2QT",7,3,4,2
"B46 2QU",11,5,6,4
"B46 2QW",5,3,2,2
"B46 2QY",38,19,19,15
"B46 2RA",14,7,7,7
"B46 2RB",1,1,0,1
"B46 2RD",15,7,8,6
"B46 2RE",3,2,1,1
"B46 2RF",3,2,1,1
"B46 2RG",2,1,1,1
"B46 2RH",4,2,2,1
"B46 2RJ",10,5,5,2
"B46 2RL",4,1,3,1
"B46 2RN",6,2,4,1
"B46 2RP",14,6,8,5
"B46 2RQ",16,7,9,7
"B46 2RR",8,4,4,2
"B46 2RS",2,1,1,1
"B46 2RT",24,13,11,9
"B46 2RU",22,12,10,10
"B46 2RW",22,11,11,8
"B46 2RX",12,5,7,4
"B46 2RY",3,2,1,1
"B46 2RZ",12,7,5,4
"B46 2SA",2,1,1,1
"B46 2SB",2,1,1,1
"B46 2SD",4,2,2,2
"B46 2SE",6,2,4,1
"B46 2SG",2,1,1,1
"B46 2SH",2,0,2,1
"B46 2SJ",7,3,4,2
"B46 3AA",6,3,3,3
"B46 3AD",6,3,3,4
"B46 3AE",26,11,15,16
"B46 3AG",31,15,16,24
"B46 3AH",31,17,14,21
"B46 3AJ",58,27,31,27
"B46 3AP",14,7,7,6
"B46 3AR",8,4,4,4
"B46 3AY",13,7,6,3
"B46 3BA",14,7,7,7
"B46 3BB",22,12,10,15
"B46 3BE",21,11,10,9
"B46 3BG",6,2,4,3
"B46 3BH",12,1,11,10
"B46 3BJ",5,2,3,3
"B46 3BL",14,5,9,9
"B46 3BP",17,8,9,12
"B46 3BU",95,38,57,16
"B46 3BZ",2,2,0,2
"B46 3DA",53,24,29,18
"B46 3DG",30,12,18,13
"B46 3DH",14,7,7,5
"B46 3DJ",3,1,2,1
"B46 3DL",1,1,0,1
"B46 3DQ",18,9,9,9
"B46 3DZ",21,13,8,15
"B46 3EA",40,22,18,8
"B46 3EE",63,35,28,25
"B46 3EF",205,99,106,80
"B46 3EG",221,105,116,71
"B46 3EH",76,37,39,46
"B46 3EJ",13,7,6,4
"B46 3EL",26,14,12,11
"B46 3EN",6,3,3,2
"B46 3EP",24,11,13,17
"B46 3EQ",26,15,11,13
"B46 3ER",12,7,5,7
"B46 3ES",68,33,35,28
"B46 3ET",20,10,10,6
"B46 3EU",17,8,9,10
"B46 3EX",69,33,36,27
"B46 3EY",2,1,1,1
"B46 3EZ",46,22,24,31
"B46 3FD",9,7,2,3
"B46 3FE",1,1,0,1
"B46 3HA",111,48,63,41
"B46 3HB",11,7,4,5
"B46 3HX",5,4,1,1
"B46 3JD",2,1,1,1
"B46 3JE",6,2,4,2
"B46 3JG",15,5,10,4
"B46 3JH",5,3,2,1
"B46 3JJ",1,0,1,1
"B46 3LA",17,9,8,5
"B46 3LB",18,10,8,8
"B46 3LD",80,40,40,34
"B46 3LE",50,22,28,20
"B46 3LF",16,7,9,8
"B46 3LG",9,3,6,4
"B46 3LJ",95,43,52,41
"B46 3LL",64,18,46,16
"B46 3LN",19,8,11,8
"B46 3LP",34,15,19,16
"B46 3LR",9,5,4,8
"B46 3LS",35,19,16,31
"B46 3LT",32,16,16,16
"B46 3LU",42,23,19,16
"B46 3LX",76,36,40,40
"B46 3LY",71,35,36,32
"B46 3LZ",44,22,22,18
"B46 3NA",14,4,10,8
"B46 3NB",73,35,38,29
"B46 3ND",8,3,5,3
"B46 3NE",42,21,21,20
"B46 3NG",19,9,10,6
"B46 3NH",37,20,17,16
"B46 3NJ",10,4,6,6
"B46 3NL",53,23,30,29
"B46 3NN",22,13,9,18
"B46 3NP",34,16,18,20
"B46 3NT",31,12,19,12
"B46 3NU",28,11,17,13
"B46 3NZ",30,13,17,11
"B47 5BN",21,6,15,7
"B47 5BP",61,34,27,26
"B47 5BS",35,15,20,14
"B47 5BT",95,49,46,38
"B47 5BU",1,1,0,1
"B47 5BW",55,31,24,25
"B47 5BX",8,4,4,3
"B47 5BY",8,6,2,2
"B47 5DA",9,5,4,3
"B47 5DB",1,0,1,1
"B47 5DD",29,14,15,15
"B47 5DE",6,3,3,3
"B47 5DF",14,7,7,6
"B47 5DG",18,11,7,8
"B47 5DH",18,6,12,8
"B47 5DJ",70,30,40,32
"B47 5DL",35,17,18,12
"B47 5DN",88,43,45,48
"B47 5DP",67,39,28,25
"B47 5DQ",8,4,4,3
"B47 5DR",22,12,10,10
"B47 5DS",44,22,22,20
"B47 5DT",29,15,14,10
"B47 5DU",64,31,33,23
"B47 5DW",2,1,1,2
"B47 5DX",68,33,35,30
"B47 5DY",48,25,23,19
"B47 5EA",9,4,5,3
"B47 5EB",17,8,9,8
"B47 5ED",23,9,14,11
"B47 5EE",26,15,11,11
"B47 5EG",20,10,10,10
"B47 5EH",25,13,12,10
"B47 5EJ",15,8,7,5
"B47 5EL",35,18,17,16
"B47 5EN",61,32,29,25
"B47 5EP",43,20,23,19
"B47 5ER",60,30,30,23
"B47 5ES",18,8,10,6
"B47 5HE",39,20,19,16
"B47 5HF",18,10,8,8
"B47 5HG",15,8,7,5
"B47 5HJ",40,18,22,25
"B47 5HL",113,51,62,48
"B47 5HN",54,26,28,25
"B47 5HP",121,58,63,48
"B47 5HQ",67,31,36,31
"B47 5HR",42,16,26,15
"B47 5HS",32,16,16,11
"B47 5HT",26,12,14,8
"B47 5HU",36,14,22,15
"B47 5HX",56,25,31,36
"B47 5HY",18,7,11,11
"B47 5HZ",51,30,21,22
"B47 5JA",30,16,14,11
"B47 5JB",53,21,32,20
"B47 5JD",18,7,11,9
"B47 5JE",25,13,12,11
"B47 5JG",103,51,52,44
"B47 5JJ",44,21,23,14
"B47 5JN",104,48,56,64
"B47 5JP",94,48,46,31
"B47 5JQ",11,6,5,7
"B47 5JR",103,52,51,39
"B47 5JS",96,48,48,45
"B47 5JT",28,15,13,11
"B47 5JX",11,5,6,5
"B47 5JY",44,20,24,23
"B47 5JZ",102,51,51,42
"B47 5LA",20,9,11,12
"B47 5LB",31,16,15,13
"B47 5LD",53,26,27,25
"B47 5LE",57,31,26,22
"B47 5LG",18,10,8,13
"B47 5LH",90,47,43,40
"B47 5LJ",77,35,42,38
"B47 5LL",23,11,12,10
"B47 5LN",31,15,16,18
"B47 5LP",90,40,50,46
"B47 5LR",50,24,26,27
"B47 5LS",57,29,28,22
"B47 5LT",46,18,28,26
"B47 5LU",47,24,23,27
"B47 5NB",20,9,11,9
"B47 5ND",82,41,41,37
"B47 5NE",8,5,3,4
"B47 5NH",40,21,19,21
"B47 5NJ",41,15,26,28
"B47 5NL",14,6,8,6
"B47 5NN",25,9,16,15
"B47 5NP",2,1,1,1
"B47 5NR",126,66,60,51
"B47 5NS",39,20,19,9
"B47 5NT",38,15,23,14
"B47 5NU",33,17,16,15
"B47 5NX",61,24,37,23
"B47 5NY",43,23,20,18
"B47 5NZ",10,5,5,5
"B47 5PA",30,15,15,14
"B47 5PB",56,29,27,23
"B47 5PD",13,6,7,5
"B47 5PE",66,36,30,24
"B47 5PH",46,19,27,16
"B47 5PN",1,1,0,1
"B47 5PP",10,5,5,4
"B47 5PS",33,14,19,15
"B47 5PT",65,35,30,25
"B47 5PU",115,61,54,47
"B47 5PX",96,54,42,34
"B47 5PY",58,28,30,31
"B47 5PZ",29,16,13,10
"B47 5QA",167,77,90,75
"B47 5QB",41,19,22,19
"B47 5QD",61,29,32,25
"B47 5QE",52,25,27,24
"B47 5QF",46,23,23,17
"B47 5QG",90,47,43,35
"B47 5QH",23,10,13,13
"B47 5QJ",109,59,50,39
"B47 5QL",66,33,33,32
"B47 5QN",23,14,9,9
"B47 5QP",56,23,33,20
"B47 5QQ",105,49,56,38
"B47 5QR",43,21,22,17
"B47 5QS",75,33,42,25
"B47 5QT",114,57,57,37
"B47 5QU",18,8,10,8
"B47 5QW",80,32,48,33
"B47 5QX",210,106,104,65
"B47 5QY",3,1,2,1
"B47 5QZ",12,6,6,4
"B47 5RA",29,13,16,9
"B47 5RB",72,38,34,35
"B47 5RD",78,38,40,41
"B47 5RH",43,24,19,14
"B47 5RJ",78,36,42,30
"B47 5RL",56,24,32,23
"B47 5RW",70,27,43,33
"B47 6AA",13,6,7,7
"B47 6AB",68,33,35,35
"B47 6AD",35,20,15,11
"B47 6AE",86,42,44,27
"B47 6AF",42,25,17,17
"B47 6AG",59,28,31,22
"B47 6AJ",5,2,3,1
"B47 6AN",4,3,1,2
"B47 6AP",19,10,9,11
"B47 6AR",18,11,7,6
"B47 6AU",9,4,5,2
"B47 6BA",2,1,1,1
"B47 6BD",7,4,3,3
"B47 6BE",22,11,11,10
"B47 6BH",16,7,9,6
"B47 6BJ",7,4,3,3
"B47 6BP",2,1,1,1
"B47 6BS",22,11,11,6
"B47 6BU",86,40,46,33
"B47 6BY",59,30,29,24
"B47 6DB",7,5,2,3
"B47 6DG",1,1,0,1
"B47 6DJ",4,2,2,1
"B47 6DL",2,2,0,1
"B47 6DR",34,14,20,19
"B47 6DS",21,10,11,14
"B47 6DT",36,17,19,23
"B47 6DU",27,12,15,17
"B47 6DW",18,8,10,13
"B47 6ED",32,14,18,16
"B47 6EG",150,78,72,59
"B47 6EH",30,15,15,13
"B47 6EJ",23,12,11,8
"B47 6EL",26,11,15,14
"B47 6EN",28,14,14,11
"B47 6EP",145,63,82,59
"B47 6EQ",73,32,41,33
"B47 6ER",10,5,5,5
"B47 6ES",61,29,32,25
"B47 6ET",93,34,59,29
"B47 6EU",30,16,14,15
"B47 6EW",51,29,22,21
"B47 6EX",19,10,9,9
"B47 6EY",22,11,11,8
"B47 6HA",80,41,39,30
"B47 6HB",95,49,46,39
"B47 6HD",36,17,19,18
"B47 6HE",76,38,38,27
"B47 6HG",70,35,35,29
"B47 6HH",18,8,10,5
"B47 6HJ",37,23,14,19
"B47 6HL",10,4,6,3
"B47 6HN",39,19,20,19
"B47 6HP",19,9,10,10
"B47 6HQ",70,36,34,29
"B47 6HW",4,2,2,2
"B47 6JA",76,32,44,47
"B47 6JB",84,39,45,48
"B47 6JG",11,6,5,5
"B47 6JH",29,12,17,13
"B47 6JL",78,36,42,30
"B47 6JP",33,17,16,13
"B47 6JQ",42,22,20,12
"B47 6JR",27,15,12,12
"B47 6JX",27,12,15,10
"B47 6LD",4,2,2,2
"B47 6LE",6,3,3,3
"B47 6LG",12,5,7,3
"B47 6LH",31,16,15,13
"B47 6LJ",29,12,17,10
"B47 6LL",27,13,14,10
"B47 6LN",36,15,21,28
"B47 6LP",5,3,2,2
"B47 6LQ",5,1,4,1
"B47 6LR",33,13,20,28
"B47 6LS",33,14,19,15
"B47 6LT",68,30,38,54
"B47 6LX",74,38,36,32
"B47 6LY",37,20,17,16
"B47 6LZ",84,45,39,39
"B47 6NG",9,5,4,3
"B47 6NT",2,1,1,2
"B48 7AA",12,7,5,6
"B48 7AD",59,29,30,39
"B48 7AE",58,28,30,33
"B48 7AF",11,9,2,5
"B48 7AG",24,1,23,1
"B48 7AH",32,17,15,12
"B48 7AJ",19,11,8,6
"B48 7AL",3,3,0,0
"B48 7AN",13,8,5,5
"B48 7AP",34,18,16,13
"B48 7AR",6,4,2,1
"B48 7AS",20,7,13,1
"B48 7AT",21,15,6,6
"B48 7AX",30,12,18,11
"B48 7AY",31,16,15,14
"B48 7AZ",5,2,3,2
"B48 7BA",21,10,11,7
"B48 7BB",1,1,0,1
"B48 7BN",14,7,7,5
"B48 7BP",41,17,24,16
"B48 7BS",35,10,25,7
"B48 7BT",34,17,17,12
"B48 7BX",24,12,12,11
"B48 7BY",17,8,9,8
"B48 7DA",7,3,4,3
"B48 7DB",22,10,12,8
"B48 7DD",17,8,9,7
"B48 7DE",1,0,1,1
"B48 7DG",9,5,4,6
"B48 7DH",5,3,2,2
"B48 7DJ",46,24,22,18
"B48 7DQ",6,3,3,2
"B48 7DS",6,4,2,4
"B48 7DT",4,2,2,1
"B48 7DU",2,1,1,1
"B48 7DX",6,3,3,4
"B48 7DY",7,3,4,3
"B48 7DZ",23,13,10,11
"B48 7EA",79,65,14,14
"B48 7ED",6,3,3,3
"B48 7EE",4,3,1,1
"B48 7EG",6,2,4,2
"B48 7EH",9,4,5,3
"B48 7EL",9,5,4,4
"B48 7EN",9,3,6,3
"B48 7EP",13,6,7,3
"B48 7EQ",8,4,4,3
"B48 7ER",4,3,1,3
"B48 7ES",4,2,2,2
"B48 7ET",6,4,2,1
"B48 7EU",8,3,5,1
"B48 7EW",11,6,5,2
"B48 7EX",11,7,4,2
"B48 7EY",4,2,2,1
"B48 7HA",8,3,5,4
"B48 7HB",10,6,4,5
"B48 7HD",17,10,7,6
"B48 7HE",18,10,8,7
"B48 7HF",27,12,15,11
"B48 7HG",24,11,13,9
"B48 7HH",10,6,4,2
"B48 7HJ",15,7,8,4
"B48 7HL",22,11,11,7
"B48 7HN",8,4,4,4
"B48 7HP",18,12,6,7
"B48 7HR",11,7,4,4
"B48 7HS",4,2,2,2
"B48 7HT",40,17,23,17
"B48 7HU",9,5,4,4
"B48 7HX",9,6,3,6
"B48 7HY",2,1,1,1
"B48 7HZ",4,1,3,4
"B48 7JB",7,4,3,2
"B48 7JD",4,3,1,1
